Name,Location,Open Year-Round,Handicap Accessible,Borough,Comments,Latitude,Longitude,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,GEOID,STATE,COUNTY,TRACT,BLOCK
Dyckman House Museum,Broadway & West 204 Street,Yes,,Manhattan,,40.86702289999999,-73.9231162,,905,360610295003001,+40.8670761,3001,0,36,3001,210701008621064,BK,+40.8670761,S,Block 3001,4641844,029500,-073.9243120,3,17434,439,-073.9243120,G5040,L,U,061,,905,360610295003001,+40.8670761,3001,0,36,3001,210701008621064,BK,+40.8670761,S,Block 3001,4641844,029500,-073.9243120,3,17434,439,-073.9243120,G5040,L,U,061,360610295003001,36,061,029500,3001
Dyker Beach Park,"Shore Parkway, 86 Street, 7 to 14 avenues",Yes,,Brooklyn,,40.6249322,-73.9990462,,635,360470194001001,+40.6256201,1001,0,36,1001,210701004653455,BK,+40.6256201,S,Block 1001,6662131,019400,-074.0001087,1,20210,206,-074.0001087,G5040,L,U,047,,635,360470194001001,+40.6256201,1001,0,36,1001,210701004653455,BK,+40.6256201,S,Block 1001,6662131,019400,-074.0001087,1,20210,206,-074.0001087,G5040,L,U,047,360470194001001,36,047,019400,1001
East Elmhurst Playground (PS 127),25 Avenue & 98 Street,Yes,Yes,Queens,,40.764625,-73.87177299999999,,90,360810357002007,+40.7656362,2007,0,36,2007,210701006111552,BK,+40.7656362,S,Block 2007,3501139,035700,-073.8709770,2,33438,24,-073.8709770,G5040,L,U,081,,90,360810357002007,+40.7656362,2007,0,36,2007,210701006111552,BK,+40.7656362,S,Block 2007,3501139,035700,-073.8709770,2,33438,24,-073.8709770,G5040,L,U,081,360810357002007,36,081,035700,2007
East River Park (10th Street),Northern extreme of park,Yes,,Manhattan,,40.7830603,-73.9712488,,1398,360610169006000,+40.7836216,6000,0,36,6000,210701008619593,BK,+40.7836216,S,Block 6000,2183960,016900,-073.9724099,6,22078,845,-073.9724099,G5040,L,U,061,,1398,360610169006000,+40.7836216,6000,0,36,6000,210701008619593,BK,+40.7836216,S,Block 6000,2183960,016900,-073.9724099,6,22078,845,-073.9724099,G5040,L,U,061,360610169006000,36,061,016900,6000
East River Park (Tennis Courts),East River Park at Broome Street,Yes,,Manhattan,,40.7216103,-73.9994554,,105,360610045001003,+40.7211202,1003,0,36,1003,210701008620657,BK,+40.7211202,S,Block 1003,3706089,004500,-073.9998509,1,10351,62,-073.9998509,G5040,L,U,061,,105,360610045001003,+40.7211202,1003,0,36,1003,210701008620657,BK,+40.7211202,S,Block 1003,3706089,004500,-073.9998509,1,10351,62,-073.9998509,G5040,L,U,061,360610045001003,36,061,004500,1003
East River Park (Track Building),East 6 Street & FDR Drive,Yes,,Manhattan,,40.7216141,-73.9747562,,0,360610024002002,+40.7229052,2002,0,36,2002,210701008621472,BK,+40.7216920,S,Block 2002,3663352,002400,-073.9741569,2,2873,0,-073.9746708,G5040,L,U,061,,0,360610024002002,+40.7229052,2002,0,36,2002,210701008621472,BK,+40.7216920,S,Block 2002,3663352,002400,-073.9741569,2,2873,0,-073.9746708,G5040,L,U,061,360610024002002,36,061,002400,2002
East River Playground,"FDR Drive, East 106 to East 107 streets",Yes,,Manhattan,,40.7887513,-73.93784509999999,,41,360610162003000,+40.7894525,3000,0,36,3000,210701008618950,BK,+40.7894525,S,Block 3000,2687539,016200,-073.9386507,3,20413,1,-073.9386507,G5040,L,U,061,,41,360610162003000,+40.7894525,3000,0,36,3000,210701008618950,BK,+40.7894525,S,Block 3000,2687539,016200,-073.9386507,3,20413,1,-073.9386507,G5040,L,U,061,360610162003000,36,061,016200,3000
East Springfield Playground,115 Road between 218 & 219 streets,Yes,,Queens,,40.7285784,-73.7448869,,73,360810552002002,+40.7287081,2002,0,36,2002,210701006104849,BK,+40.7287081,S,Block 2002,1023346,055200,-073.7453115,2,7816,25,-073.7453115,G5040,L,U,081,,73,360810552002002,+40.7287081,2002,0,36,2002,210701006104849,BK,+40.7287081,S,Block 2002,1023346,055200,-073.7453115,2,7816,25,-073.7453115,G5040,L,U,081,360810552002002,36,081,055200,2002
Eastchester Playground,"Adee Avenue, Tenbroeck Avenue",Yes,,Bronx,,40.86940389999999,-73.8527582,,230,360050348003002,+40.8685243,3002,0,36,3002,210701006029560,BK,+40.8685243,S,Block 3002,2138588,034800,-073.8523206,3,15915,74,-073.8523206,G5040,L,U,005,,230,360050348003002,+40.8685243,3002,0,36,3002,210701006029560,BK,+40.8685243,S,Block 3002,2138588,034800,-073.8523206,3,15915,74,-073.8523206,G5040,L,U,005,360050348003002,36,005,034800,3002
Edenwald Playground,"East 226 Drive, Schieffelin Avenue",Yes,,Bronx,,40.8834859,-73.8453026,,860,360050460001001,+40.8835753,1001,0,36,1001,210701006028584,BK,+40.8835753,S,Block 1001,1612522,046000,-073.8440095,1,43105,407,-073.8440095,G5040,L,U,005,,860,360050460001001,+40.8835753,1001,0,36,1001,210701006028584,BK,+40.8835753,S,Block 1001,1612522,046000,-073.8440095,1,43105,407,-073.8440095,G5040,L,U,005,360050460001001,36,005,046000,1001
Ederle Comfort Station,Flushing Meadows Corona Park,,Yes,Queens,,40.7400275,-73.8406953,,0,360810383021055,+40.7352105,1055,0,36,1055,210701006115208,BK,+40.7327349,S,Block 1055,851582,038302,-073.8393373,1,648100,0,-073.8376070,G5040,L,U,081,,0,360810383021055,+40.7352105,1055,0,36,1055,210701006115208,BK,+40.7327349,S,Block 1055,851582,038302,-073.8393373,1,648100,0,-073.8376070,G5040,L,U,081,360810383021055,36,081,038302,1055
Edmonds Playground,"DeKalb Avenue, Adelphi Street",Yes,,Brooklyn,,40.6895466,-73.9711441,,432,360470183002000,+40.6906113,2000,0,36,2000,210701004649919,BK,+40.6906113,S,Block 2000,6083416,018300,-073.9718478,2,19403,185,-073.9718478,G5040,L,U,047,,432,360470183002000,+40.6906113,2000,0,36,2000,210701004649919,BK,+40.6906113,S,Block 2000,6083416,018300,-073.9718478,2,19403,185,-073.9718478,G5040,L,U,047,360470183002000,36,047,018300,2000
Electric Playground,"164 Street, south of 65 Avenue",Yes,,Queens,,40.7343623,-73.8048112,,108,360811227035004,+40.7339991,5004,0,36,5004,210701006112813,BK,+40.7339991,S,Block 5004,1230981,122703,-073.8044146,5,17570,33,-073.8044146,G5040,L,U,081,,108,360811227035004,+40.7339991,5004,0,36,5004,210701006112813,BK,+40.7339991,S,Block 5004,1230981,122703,-073.8044146,5,17570,33,-073.8044146,G5040,L,U,081,360811227035004,36,081,122703,5004
Emerald Playground (PS 200),164 Street between Jewel & 71 avenues,Yes,,Queens,,40.7343623,-73.8048112,,108,360811227035004,+40.7339991,5004,0,36,5004,210701006112813,BK,+40.7339991,S,Block 5004,1230981,122703,-073.8044146,5,17570,33,-073.8044146,G5040,L,U,081,,108,360811227035004,+40.7339991,5004,0,36,5004,210701006112813,BK,+40.7339991,S,Block 5004,1230981,122703,-073.8044146,5,17570,33,-073.8044146,G5040,L,U,081,360811227035004,36,081,122703,5004
Equity Park,"90 Street, 88 & 89 avenues",Yes,,Queens,,40.6900212,-73.8553487,,187,360810016001004,+40.6906927,1004,0,36,1004,210701006116147,BK,+40.6906927,S,Block 1004,3126354,001600,-073.8552034,1,8575,51,-073.8552034,G5040,L,U,081,,187,360810016001004,+40.6906927,1004,0,36,1004,210701006116147,BK,+40.6906927,S,Block 1004,3126354,001600,-073.8552034,1,8575,51,-073.8552034,G5040,L,U,081,360810016001004,36,081,001600,1004
Ethan Allen Playground,New Jersey Avenue & Vermont Street/Worthman,Yes,,Brooklyn,,40.6561936,-73.8866958,,16,360471104001019,+40.6553426,1019,0,36,1019,210701004652444,BK,+40.6553426,S,Block 1019,4136678,110400,-073.8866089,1,14268,1,-073.8866089,G5040,L,U,047,,16,360471104001019,+40.6553426,1019,0,36,1019,210701004652444,BK,+40.6553426,S,Block 1019,4136678,110400,-073.8866089,1,14268,1,-073.8866089,G5040,L,U,047,360471104001019,36,047,110400,1019
Farm Playground,"73 Avenue, 195 Street & 196 Place",Yes,,Queens,,40.7348088,-73.7777589,,108,360811333001006,+40.7336429,1006,0,36,1006,210701006105797,BK,+40.7336429,S,Block 1006,2011411,133300,-073.7777019,1,19543,36,-073.7777019,G5040,L,U,081,,108,360811333001006,+40.7336429,1006,0,36,1006,210701006105797,BK,+40.7336429,S,Block 1006,2011411,133300,-073.7777019,1,19543,36,-073.7777019,G5040,L,U,081,360811333001006,36,081,133300,1006
Fermi Playground,Troutman Street & Central Avenue,Yes,,Brooklyn,,40.70029,-73.929035,,665,360470425001002,+40.7012403,1002,0,36,1002,210701004649145,BK,+40.7012403,S,Block 1002,8100989,042500,-073.9286869,1,16199,245,-073.9286869,G5040,L,U,047,,665,360470425001002,+40.7012403,1002,0,36,1002,210701004649145,BK,+40.7012403,S,Block 1002,8100989,042500,-073.9286869,1,16199,245,-073.9286869,G5040,L,U,047,360470425001002,36,047,042500,1002
Fisher Pool,"32 Avenue, 99 Street",No,,Queens,,40.7590771,-73.8698387,,375,360810363001004,+40.7600421,1004,0,36,1004,210701006111580,BK,+40.7600421,S,Block 1004,3501759,036300,-073.8694937,1,17769,119,-073.8694937,G5040,L,U,081,,375,360810363001004,+40.7600421,1004,0,36,1004,210701006111580,BK,+40.7600421,S,Block 1004,3501759,036300,-073.8694937,1,17769,119,-073.8694937,G5040,L,U,081,360810363001004,36,081,036300,1004
Flushing Fields (Leonardo Ingravallo Playground),"Bayside Avenue, 25 Avenue, 149 to 150 streets",Yes,,Queens,,40.7190036,-73.8121073,,269,360810779051002,+40.7178534,1002,0,36,1002,210701006105524,BK,+40.7178534,S,Block 1002,2941081,077905,-073.8143623,1,30318,142,-073.8143623,G5040,L,U,081,,269,360810779051002,+40.7178534,1002,0,36,1002,210701006105524,BK,+40.7178534,S,Block 1002,2941081,077905,-073.8143623,1,30318,142,-073.8143623,G5040,L,U,081,360810779051002,36,081,077905,1002
Flushing Meadows Corona Park (Albert H. Mauro Playground),Park Drive East & 73 Terrace,Yes,,Queens,,40.7230812,-73.8267229,,209,360810779023005,+40.7216976,3005,0,36,3005,210701006110065,BK,+40.7216976,S,Block 3005,3057729,077902,-073.8255107,3,33484,55,-073.8255107,G5040,L,U,081,,209,360810779023005,+40.7216976,3005,0,36,3005,210701006110065,BK,+40.7216976,S,Block 3005,3057729,077902,-073.8255107,3,33484,55,-073.8255107,G5040,L,U,081,360810779023005,36,081,077902,3005
Flushing Meadows Corona Park (Lawrence Playground),College Point Boulevard and Lawrence Street,Yes,,Queens,,40.7453354,-73.8334255,,334,360810803011006,+40.7457588,1006,0,36,1006,210701006110037,BK,+40.7457588,S,Block 1006,3057133,080301,-073.8342879,1,12277,87,-073.8342879,G5040,L,U,081,,334,360810803011006,+40.7457588,1006,0,36,1006,210701006110037,BK,+40.7457588,S,Block 1006,3057133,080301,-073.8342879,1,12277,87,-073.8342879,G5040,L,U,081,360810803011006,36,081,080301,1006
Flushing Meadows Corona Park (Meadow Lake North),Long Island Expressway to Meadow Lake to Van Wyck Expressway Extension to Grand Central Parkway,Yes,,Queens,,40.7290013,-73.839635,,0,360810383021055,+40.7352105,1055,0,36,1055,210701006115208,BK,+40.7327349,S,Block 1055,851582,038302,-073.8393373,1,648100,0,-073.8376070,G5040,L,U,081,,0,360810383021055,+40.7352105,1055,0,36,1055,210701006115208,BK,+40.7327349,S,Block 1055,851582,038302,-073.8393373,1,648100,0,-073.8376070,G5040,L,U,081,360810383021055,36,081,038302,1055
Flushing Meadows Corona Park (Passerelle),"Unisphere Fountain to pool, at Meridian Road",Yes,Yes,Queens,,40.7463889,-73.8450676,,4,360810383021024,+40.7472572,1024,4497,36,1024,210701006110831,BK,+40.7461649,S,Block 1024,3060123,038302,-073.8411807,1,809788,0,-073.8413820,G5040,B,U,081,,4,360810383021024,+40.7472572,1024,4497,36,1024,210701006110831,BK,+40.7461649,S,Block 1024,3060123,038302,-073.8411807,1,809788,0,-073.8413820,G5040,B,U,081,360810383021024,36,081,038302,1024
Flushing Meadows Corona Park (Playground for All Children),111 Street and Corona Avenue,Yes,Yes,Queens,,40.7407916,-73.85005319999999,,6,360810383021027,+40.7446922,1027,0,36,1027,210701006107774,BK,+40.7446922,S,Block 1027,1737967,038302,-073.8498219,1,406304,1,-073.8498219,G5040,L,U,081,,6,360810383021027,+40.7446922,1027,0,36,1027,210701006107774,BK,+40.7446922,S,Block 1027,1737967,038302,-073.8498219,1,406304,1,-073.8498219,G5040,L,U,081,360810383021027,36,081,038302,1027
Hansborough Recreation Center,35 West 134 Street,Yes,,Manhattan,,40.8128918,-73.9394264,,1604,360610212004000,+40.8127737,4000,0,36,4000,210701008621716,BK,+40.8127737,S,Block 4000,4643590,021200,-073.9397183,4,51408,1148,-073.9397183,G5040,L,U,061,,1604,360610212004000,+40.8127737,4000,0,36,4000,210701008621716,BK,+40.8127737,S,Block 4000,4643590,021200,-073.9397183,4,51408,1148,-073.9397183,G5040,L,U,061,360610212004000,36,061,021200,4000
Flushing Meadows Corona Park (Worlds Fair Playground),"Grand Central Parkway, Van Wyck Expressway",Yes,,Queens,,40.7007133,-73.8151411,,25,360810212002004,+40.7006091,2004,0,36,2004,210701006115001,BK,+40.7006091,S,Block 2004,1396554,021200,-073.8152511,2,11586,1,-073.8152511,G5040,L,U,081,,25,360810212002004,+40.7006091,2004,0,36,2004,210701006115001,BK,+40.7006091,S,Block 2004,1396554,021200,-073.8152511,2,11586,1,-073.8152511,G5040,L,U,081,360810212002004,36,081,021200,2004
"Flushing Meadows Corona Park (Zoo, Ballfields)",Grand Central Parkway to 111th Street to Heckscher Children Farm to Playground for All Children,Yes,Yes,Queens,,40.7413416,-73.8489647,,6,360810383021027,+40.7446922,1027,0,36,1027,210701006107774,BK,+40.7446922,S,Block 1027,1737967,038302,-073.8498219,1,406304,1,-073.8498219,G5040,L,U,081,,6,360810383021027,+40.7446922,1027,0,36,1027,210701006107774,BK,+40.7446922,S,Block 1027,1737967,038302,-073.8498219,1,406304,1,-073.8498219,G5040,L,U,081,360810383021027,36,081,038302,1027
Flynn Playground,"3 Avenue, East 158 Street, Brook Avenue, East 157 Street",Yes,,Bronx,,40.8202734,-73.9118877,,96,360050071002002,+40.8202668,2002,0,36,2002,210701006017274,BK,+40.8202668,S,Block 2002,2133891,007100,-073.9121420,2,3975,32,-073.9121420,G5040,L,U,005,,96,360050071002002,+40.8202668,2002,0,36,2002,210701006017274,BK,+40.8202668,S,Block 2002,2133891,007100,-073.9121420,2,3975,32,-073.9121420,G5040,L,U,005,360050071002002,36,005,007100,2002
Forest Park (Dry Harbour Playground),80 Street & Myrtle Avenue,Yes,,Queens,,40.70297,-73.86824299999999,,229,360810635002004,+40.7037502,2004,0,36,2004,210701006110507,BK,+40.7037502,S,Block 2004,1390645,063500,-073.8688150,2,14203,95,-073.8688150,G5040,L,U,081,,229,360810635002004,+40.7037502,2004,0,36,2004,210701006110507,BK,+40.7037502,S,Block 2004,1390645,063500,-073.8688150,2,14203,95,-073.8688150,G5040,L,U,081,360810635002004,36,081,063500,2004
Forest Park (Jackson Pond Playground),108 Street and Park Lane South,Yes,,Queens,,40.7009114,-73.842163,,0,360810641021018,+40.7006775,1018,0,36,1018,210701006114076,BK,+40.7006775,S,Block 1018,3244112,064102,-073.8461775,1,115531,0,-073.8461775,G5040,L,U,081,,0,360810641021018,+40.7006775,1018,0,36,1018,210701006114076,BK,+40.7006775,S,Block 1018,3244112,064102,-073.8461775,1,115531,0,-073.8461775,G5040,L,U,081,360810641021018,36,081,064102,1018
Forest Park (Seuffert Bandshell),West Main Drive to eastern side of golf course,No,,Queens,,40.7735649,-73.9565551,,1086,360610134004000,+40.7734684,4000,0,36,4000,210701008619353,BK,+40.7734684,S,Block 4000,3223706,013400,-073.9564242,4,18760,623,-073.9564242,G5040,L,U,061,,1086,360610134004000,+40.7734684,4000,0,36,4000,210701008619353,BK,+40.7734684,S,Block 4000,3223706,013400,-073.9564242,4,18760,623,-073.9564242,G5040,L,U,061,360610134004000,36,061,013400,4000
"Forest Park (Sobelsohn Playground, The Overlook)",Park Lane South and Abingdon Road,Yes,,Queens,,40.70963589999999,-73.834812,,205,360810775002003,+40.7086193,2003,0,36,2003,210701006109344,BK,+40.7086193,S,Block 2003,2011283,077500,-073.8356645,2,23816,92,-073.8356645,G5040,L,U,081,,205,360810775002003,+40.7086193,2003,0,36,2003,210701006109344,BK,+40.7086193,S,Block 2003,2011283,077500,-073.8356645,2,23816,92,-073.8356645,G5040,L,U,081,360810775002003,36,081,077500,2003
Forest Park (Tennis Courts -Forest Parkway),Park Lane South to north of tennis courts,Yes,,Queens,,40.6981762,-73.8495848,,1563,360810641011002,+40.6988012,1002,0,36,1002,210701006109238,BK,+40.6988012,S,Block 1002,3064887,064101,-073.8516327,1,54839,659,-073.8516327,G5040,L,U,081,,1563,360810641011002,+40.6988012,1002,0,36,1002,210701006109238,BK,+40.6988012,S,Block 1002,3064887,064101,-073.8516327,1,54839,659,-073.8516327,G5040,L,U,081,360810641011002,36,081,064101,1002
Forest Park (The Overlook),Park Lane (to east and south) to Metropolitan Avenue,Yes,,Queens,,40.7123721,-73.8921114,,214,360810613011001,+40.7107719,1001,0,36,1001,210701006104010,BK,+40.7107719,S,Block 1001,3501124,061301,-073.8914900,1,141792,78,-073.8914900,G5040,L,U,081,,214,360810613011001,+40.7107719,1001,0,36,1001,210701006104010,BK,+40.7107719,S,Block 1001,3501124,061301,-073.8914900,1,141792,78,-073.8914900,G5040,L,U,081,360810613011001,36,081,061301,1001
Forest Park (Victory Field),Long Island Railroad to Woodhaven Boulevard. to Myrtle Avenue to 96th Street,Yes,,Queens,,40.7282239,-73.7948516,,159,360811247001001,+40.7287448,1001,0,36,1001,210701006109504,BK,+40.7287448,S,Block 1001,1338976,124700,-073.7954164,1,14425,50,-073.7954164,G5040,L,U,081,,159,360811247001001,+40.7287448,1001,0,36,1001,210701006109504,BK,+40.7287448,S,Block 1001,1338976,124700,-073.7954164,1,14425,50,-073.7954164,G5040,L,U,081,360811247001001,36,081,124700,1001
"Forest Park (Visitor Center, near the Carousel)",Woodhaven Boulevard and Forest Park Drive,Yes,,Queens,,40.7006492,-73.85451359999999,,0,360810641021007,+40.7014841,1007,0,36,1007,210701006104038,BK,+40.7014841,S,Block 1007,1023017,064102,-073.8533795,1,59695,0,-073.8533795,G5040,L,U,081,,0,360810641021007,+40.7014841,1007,0,36,1007,210701006104038,BK,+40.7014841,S,Block 1007,1023017,064102,-073.8533795,1,59695,0,-073.8533795,G5040,L,U,081,360810641021007,36,081,064102,1007
Fort Greene Park,South of Myrtle Avenue to Willoughby Avenue,Yes,,Brooklyn,,40.693901,-73.9489238,,591,360470253002000,+40.6933493,2000,0,36,2000,210701004654393,BK,+40.6933493,S,Block 2000,4145523,025300,-073.9504807,2,23068,327,-073.9504807,G5040,L,U,047,,591,360470253002000,+40.6933493,2000,0,36,2000,210701004654393,BK,+40.6933493,S,Block 2000,4145523,025300,-073.9504807,2,23068,327,-073.9504807,G5040,L,U,047,360470253002000,36,047,025300,2000
Fort Greene Playground,Myrtle Avenue & St. Edwards Plaza,Yes,Yes,Brooklyn,,40.6934538,-73.97783319999999,,379,360470029011006,+40.6942314,1006,0,36,1006,210701004649901,BK,+40.6942314,S,Block 1006,6088403,002901,-073.9784709,1,8930,255,-073.9784709,G5040,L,U,047,,379,360470029011006,+40.6942314,1006,0,36,1006,210701004649901,BK,+40.6942314,S,Block 1006,6088403,002901,-073.9784709,1,8930,255,-073.9784709,G5040,L,U,047,360470029011006,36,047,002901,1006
Fort Independence Playground,"Stevenson Place, West 238 Street, Sedgwick Avenue",Yes,,Bronx,,40.8818433,-73.89640469999999,,249,360050409002000,+40.8773604,2000,0,36,2000,210701006028570,BK,+40.8757261,S,Block 2000,1476284,040900,-073.8949947,2,207009,134,-073.8958340,G5040,L,U,005,,249,360050409002000,+40.8773604,2000,0,36,2000,210701006028570,BK,+40.8757261,S,Block 2000,1476284,040900,-073.8949947,2,207009,134,-073.8958340,G5040,L,U,005,360050409002000,36,005,040900,2000
Fort Tryon Park (Anne Loftus Playground),Broadway & Dyckman Street,Yes,Yes,Manhattan,,40.8655401,-73.92727289999999,,493,360610295002001,+40.8662337,2001,0,36,2001,210701008618783,BK,+40.8662337,S,Block 2001,2978805,029500,-073.9269780,2,15981,265,-073.9269780,G5040,L,U,061,,493,360610295002001,+40.8662337,2001,0,36,2001,210701008618783,BK,+40.8662337,S,Block 2001,2978805,029500,-073.9269780,2,15981,265,-073.9269780,G5040,L,U,061,360610295002001,36,061,029500,2001
Fort Tryon Park (Café),One Margaret Corbin Drive,No,,Manhattan,,40.8625059,-73.9327062,,0,360610287001007,+40.8626536,1007,0,36,1007,210701008619678,BK,+40.8626536,S,Block 1007,3016573,028700,-073.9320172,1,253028,0,-073.9320172,G5040,L,U,061,,0,360610287001007,+40.8626536,1007,0,36,1007,210701008619678,BK,+40.8626536,S,Block 1007,3016573,028700,-073.9320172,1,253028,0,-073.9320172,G5040,L,U,061,360610287001007,36,061,028700,1007
Fort Tryon Park (The Cloisters),"Riverside Drive to Broadway, West 192 to Dyckman streets",Yes,,Manhattan,,40.8645387,-73.9266358,,757,360610287003000,+40.8643570,3000,0,36,3000,210701008618786,BK,+40.8643570,S,Block 3000,2978808,028700,-073.9270690,3,19994,311,-073.9270690,G5040,L,U,061,,757,360610287003000,+40.8643570,3000,0,36,3000,210701008618786,BK,+40.8643570,S,Block 3000,2978808,028700,-073.9270690,3,19994,311,-073.9270690,G5040,L,U,061,360610287003000,36,061,028700,3000
Fort Washington Park (Lily Brown Playground),"West 162 Street, east of Riverside Drive",Yes,Yes,Manhattan,,40.834891,-73.9377513,,804,360610243012000,+40.8357111,2000,0,36,2000,210701008620010,BK,+40.8357111,S,Block 2000,3353653,024301,-073.9385970,2,18222,343,-073.9385970,G5040,L,U,061,,804,360610243012000,+40.8357111,2000,0,36,2000,210701008620010,BK,+40.8357111,S,Block 2000,3353653,024301,-073.9385970,2,18222,343,-073.9385970,G5040,L,U,061,360610243012000,36,061,024301,2000
