Name,Location,Open Year-Round,Handicap Accessible,Borough,Comments,Latitude,Longitude,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY,GEOID,STATE,COUNTY,TRACT,BLOCK
Rockaway Beach,Between 87th Street and 100th Street,No,,Queens,,40.6617856,-73.8337742,,92,360810884008003,+40.6626839,8003,0,36,8003,210701006116871,BK,+40.6626839,S,Block 8003,1272310,088400,-073.8335231,8,14909,45,-073.8335231,G5040,L,U,081,,92,360810884008003,+40.6626839,8003,0,36,8003,210701006116871,BK,+40.6626839,S,Block 8003,1272310,088400,-073.8335231,8,14909,45,-073.8335231,G5040,L,U,081,360810884008003,36,081,088400,8003
Rockaway Beach,Between 100th Street and 110th Street,No,,Queens,,40.7375722,-73.8489238,,771,360810745001002,+40.7368340,1002,0,36,1002,210701006110170,BK,+40.7368340,S,Block 1002,2011301,074500,-073.8499038,1,43771,431,-073.8499038,G5040,L,U,081,,771,360810745001002,+40.7368340,1002,0,36,1002,210701006110170,BK,+40.7368340,S,Block 1002,2011301,074500,-073.8499038,1,43771,431,-073.8499038,G5040,L,U,081,360810745001002,36,081,074500,1002
Rockaway Beach & Boardwalk (Beach 59th Street Playground),Boardwalk & Beach 59-60 streets,Yes,,Queens,,40.7187771,-73.9069016,,136,360810525002004,+40.7185060,2004,0,36,2004,210701006108122,BK,+40.7185060,S,Block 2004,384869,052500,-073.9073495,2,13743,58,-073.9073495,G5040,L,U,081,,136,360810525002004,+40.7185060,2004,0,36,2004,210701006108122,BK,+40.7185060,S,Block 2004,384869,052500,-073.9073495,2,13743,58,-073.9073495,G5040,L,U,081,360810525002004,36,081,052500,2004
Rockaway Beach (Beach 116Th),Between 110th and 121st streets,Yes,,Queens,This facility is currently closed,40.6855357,-73.8217923,,310,360810166001000,+40.6857545,1000,0,36,1000,210701006104285,BK,+40.6857545,S,Block 1000,3504621,016600,-073.8223896,1,18539,95,-073.8223896,G5040,L,U,081,,310,360810166001000,+40.6857545,1000,0,36,1000,210701006104285,BK,+40.6857545,S,Block 1000,3504621,016600,-073.8223896,1,18539,95,-073.8223896,G5040,L,U,081,360810166001000,36,081,016600,1000
Rockaway Beach 106 Comfort Station,Beach 106 Street,,Yes,Queens,,40.5828611,-73.8278275,,0,360810938001001,+40.5825426,1001,0,36,1001,210701006113126,BK,+40.5825426,S,Block 1001,804764,093800,-073.8289337,1,15024,0,-073.8289337,G5040,L,U,081,,0,360810938001001,+40.5825426,1001,0,36,1001,210701006113126,BK,+40.5825426,S,Block 1001,804764,093800,-073.8289337,1,15024,0,-073.8289337,G5040,L,U,081,360810938001001,36,081,093800,1001
Rockaway Beach 117th L/G,Beach 117 Street,,Yes,Queens,,40.5795009,-73.8381068,,875,360810934021001,+40.5775260,1001,0,36,1001,210701006109850,BK,+40.5775260,S,Block 1001,2944270,093402,-073.8382726,1,93435,460,-073.8382726,G5040,L,U,081,,875,360810934021001,+40.5775260,1001,0,36,1001,210701006109850,BK,+40.5775260,S,Block 1001,2944270,093402,-073.8382726,1,93435,460,-073.8382726,G5040,L,U,081,360810934021001,36,081,093402,1001
Rockaway Beach 86 Comfort Station,Beach 86 Street,,Yes,Queens,,40.5891178,-73.8114728,,144,360810942021013,+40.5896455,1013,0,36,1013,210701006104731,BK,+40.5896455,S,Block 1013,2937755,094202,-073.8119645,1,13433,64,-073.8119645,G5040,L,U,081,,144,360810942021013,+40.5896455,1013,0,36,1013,210701006104731,BK,+40.5896455,S,Block 1013,2937755,094202,-073.8119645,1,13433,64,-073.8119645,G5040,L,U,081,360810942021013,36,081,094202,1013
Rockaway Beach 97 Comfort Station,Beach 97 Street,,Yes,Queens,,40.584947,-73.8188057,,135,360810942011009,+40.5839886,1009,0,36,1009,210701006103220,BK,+40.5839886,S,Block 1009,3498561,094201,-073.8184698,1,8839,44,-073.8184698,G5040,L,U,081,,135,360810942011009,+40.5839886,1009,0,36,1009,210701006103220,BK,+40.5839886,S,Block 1009,3498561,094201,-073.8184698,1,8839,44,-073.8184698,G5040,L,U,081,360810942011009,36,081,094201,1009
Rodney Playground South,"Rodney, South 3 & South 4 streets",Yes,,Brooklyn,,40.7132846,-73.96736419999999,,324,360470549002003,+40.7126980,2003,0,36,2003,210701004656640,BK,+40.7126980,S,Block 2003,8102296,054900,-073.9667500,2,12961,201,-073.9667500,G5040,L,U,047,,324,360470549002003,+40.7126980,2003,0,36,2003,210701004656640,BK,+40.7126980,S,Block 2003,8102296,054900,-073.9667500,2,12961,201,-073.9667500,G5040,L,U,047,360470549002003,36,047,054900,2003
Roebling Playground,"Wilson & Lee avenues, Taylor Street",Yes,,Brooklyn,,40.70701409999999,-73.9613866,,631,360470535004002,+40.7067587,4002,0,36,4002,210701004656512,BK,+40.7067587,S,Block 4002,8105075,053500,-073.9625455,4,16640,191,-073.9625455,G5040,L,U,047,,631,360470535004002,+40.7067587,4002,0,36,4002,210701004656512,BK,+40.7067587,S,Block 4002,8105075,053500,-073.9625455,4,16640,191,-073.9625455,G5040,L,U,047,360470535004002,36,047,053500,4002
Roger Morris Park (Morris Jumel Mansion),"Jumel Terrace to Edgecombe Avenue, West 160 to West 162 streets",Yes,,Manhattan,,40.8338537,-73.9384881,,0,360610243012002,+40.8345035,2002,0,36,2002,210701008621289,BK,+40.8345035,S,Block 2002,3707909,024301,-073.9384599,2,10256,0,-073.9384599,G5040,L,U,061,,0,360610243012002,+40.8345035,2002,0,36,2002,210701008621289,BK,+40.8345035,S,Block 2002,3707909,024301,-073.9384599,2,10256,0,-073.9384599,G5040,L,U,061,360610243012002,36,061,024301,2002
Rolf Henry Playground,New York & Clarkson avenues,Yes,,Brooklyn,,40.6561019,-73.9395701,,888,360470808001001,+40.6566822,1001,0,36,1001,210701004649819,BK,+40.6566822,S,Block 1001,5613854,080800,-073.9434195,1,123302,516,-073.9434195,G5040,L,U,047,,888,360470808001001,+40.6566822,1001,0,36,1001,210701004649819,BK,+40.6566822,S,Block 1001,5613854,080800,-073.9434195,1,123302,516,-073.9434195,G5040,L,U,047,360470808001001,36,047,080800,1001
Rose Hill Park,"Webster Avenue, Harlem River, East Fordham Road",Yes,,Bronx,,40.8647526,-73.8875183,,0,360050397001000,+40.8647833,1000,0,36,1000,210701006028448,BK,+40.8647833,S,Block 1000,2135243,039700,-073.8867516,1,54903,0,-073.8867516,G5040,L,U,005,,0,360050397001000,+40.8647833,1000,0,36,1000,210701006028448,BK,+40.8647833,S,Block 1000,2135243,039700,-073.8867516,1,54903,0,-073.8867516,G5040,L,U,005,360050397001000,36,005,039700,1000
Rosemary's Playground (JHS 93),"Woodward Avenue, Woodbine Street, Fairview Avenue",Yes,,Queens,,40.705483,-73.903772,,3,360810589003003,+40.7047282,3003,0,36,3003,210701006113840,BK,+40.7047282,S,Block 3003,328761,058900,-073.9039479,3,11934,0,-073.9039479,G5040,L,U,081,,3,360810589003003,+40.7047282,3003,0,36,3003,210701006113840,BK,+40.7047282,S,Block 3003,328761,058900,-073.9039479,3,11934,0,-073.9039479,G5040,L,U,081,360810589003003,36,081,058900,3003
Roy Wilkins Recreation Center,Northwest of fence running from 118th Road to hospital,Yes,,Queens,,40.7282239,-73.7948516,,159,360811247001001,+40.7287448,1001,0,36,1001,210701006109504,BK,+40.7287448,S,Block 1001,1338976,124700,-073.7954164,1,14425,50,-073.7954164,G5040,L,U,081,,159,360811247001001,+40.7287448,1001,0,36,1001,210701006109504,BK,+40.7287448,S,Block 1001,1338976,124700,-073.7954164,1,14425,50,-073.7954164,G5040,L,U,081,360811247001001,36,081,124700,1001
Roy Wilkins Recreation Center,Southeast of fence running from 118th Road to hospital,Yes,,Queens,,40.7282239,-73.7948516,,159,360811247001001,+40.7287448,1001,0,36,1001,210701006109504,BK,+40.7287448,S,Block 1001,1338976,124700,-073.7954164,1,14425,50,-073.7954164,G5040,L,U,081,,159,360811247001001,+40.7287448,1001,0,36,1001,210701006109504,BK,+40.7287448,S,Block 1001,1338976,124700,-073.7954164,1,14425,50,-073.7954164,G5040,L,U,081,360811247001001,36,081,124700,1001
Rudd Playground,Aberdeen Street & Bushwick Avenue,Yes,,Brooklyn,,40.6823741,-73.9056353,,314,360470405001002,+40.6814485,1002,0,36,1002,210701004652913,BK,+40.6814485,S,Block 1002,6600870,040500,-073.9059520,1,15854,118,-073.9059520,G5040,L,U,047,,314,360470405001002,+40.6814485,1002,0,36,1002,210701004652913,BK,+40.6814485,S,Block 1002,6600870,040500,-073.9059520,1,15854,118,-073.9059520,G5040,L,U,047,360470405001002,36,047,040500,1002
Rufus King Park,"Jamaica Avenue, 153 Street, 89 Avenue, 150 Street",Yes,,Queens,,40.7026962,-73.8027944,,49,360810240002001,+40.7036809,2001,0,36,2001,210701006106285,BK,+40.7036809,S,Block 2001,579299,024000,-073.8039939,2,56114,4,-073.8039939,G5040,L,U,081,,49,360810240002001,+40.7036809,2001,0,36,2001,210701006106285,BK,+40.7036809,S,Block 2001,579299,024000,-073.8039939,2,56114,4,-073.8039939,G5040,L,U,081,360810240002001,36,081,024000,2001
Russell Pederson Playground,"Colonial Road, 83 to 85 streets",Yes,,Brooklyn,,40.613339,-74.011086,,260,360470150002003,+40.6137025,2003,0,36,2003,210701004651414,BK,+40.6137025,S,Block 2003,5844148,015000,-074.0125048,2,20435,105,-074.0125048,G5040,L,U,047,,260,360470150002003,+40.6137025,2003,0,36,2003,210701004651414,BK,+40.6137025,S,Block 2003,5844148,015000,-074.0125048,2,20435,105,-074.0125048,G5040,L,U,047,360470150002003,36,047,015000,2003
Russell Sage Playground (JHS 190),"68 Avenue, Booth to Austin streets",Yes,,Queens,,40.7205676,-73.8458992,,25,360810711002000,+40.7212214,2000,0,36,2000,210701006110376,BK,+40.7212214,S,Block 2000,1341542,071100,-073.8484441,2,35763,1,-073.8484441,G5040,L,U,081,,25,360810711002000,+40.7212214,2000,0,36,2000,210701006110376,BK,+40.7212214,S,Block 2000,1341542,071100,-073.8484441,2,35763,1,-073.8484441,G5040,L,U,081,360810711002000,36,081,071100,2000
Sara D. Roosevelt Park,East Houston Street to Canal Street,Yes,Yes,Manhattan,,40.7194006,-74.0018946,,131,360610033004000,+40.7198462,4000,0,36,4000,210701008620972,BK,+40.7198462,S,Block 4000,3135789,003300,-074.0029521,4,9087,65,-074.0029521,G5040,L,U,061,,131,360610033004000,+40.7198462,4000,0,36,4000,210701008620972,BK,+40.7198462,S,Block 4000,3135789,003300,-074.0029521,4,9087,65,-074.0029521,G5040,L,U,061,360610033004000,36,061,003300,4000
Saratoga Square Park,"Howard Avenue, Halsey, Macon streets",Yes,,Brooklyn,,40.6851865,-73.9204706,,165,360470377001001,+40.6853981,1001,0,36,1001,210701004648951,BK,+40.6853981,S,Block 1001,6656292,037700,-073.9218491,1,18660,69,-073.9218491,G5040,L,U,047,,165,360470377001001,+40.6853981,1001,0,36,1001,210701004648951,BK,+40.6853981,S,Block 1001,6656292,037700,-073.9218491,1,18660,69,-073.9218491,G5040,L,U,047,360470377001001,36,047,037700,1001
Schmul Park,"Wild Avenue, Pearson Street",Yes,,Staten Island,,40.5906696,-74.18846479999999,,80,360850291022004,+40.5911806,2004,0,36,2004,210701004607438,BK,+40.5911806,S,Block 2004,3496844,029102,-074.1895119,2,17189,32,-074.1895119,G5040,L,U,085,,80,360850291022004,+40.5911806,2004,0,36,2004,210701004607438,BK,+40.5911806,S,Block 2004,3496844,029102,-074.1895119,2,17189,32,-074.1895119,G5040,L,U,085,360850291022004,36,085,029102,2004
Seaside Playground (PS 225),"Rockaway Beach Boulevard, B109-B110 streets",Yes,,Queens,,40.5831389,-73.8226563,,1190,360810938002001,+40.5825238,2001,0,36,2001,210701006104707,BK,+40.5825238,S,Block 2001,384321,093800,-073.8240124,2,61929,673,-073.8240124,G5040,L,U,081,,1190,360810938002001,+40.5825238,2001,0,36,2001,210701006104707,BK,+40.5825238,S,Block 2001,384321,093800,-073.8240124,2,61929,673,-073.8240124,G5040,L,U,081,360810938002001,36,081,093800,2001
Seth Low Playground,"Avenue P, Bay Parkway, West 12 Street",Yes,,Brooklyn,,40.6096878,-73.9857633,,411,360470266001001,+40.6102819,1001,0,36,1001,210701004650908,BK,+40.6102819,S,Block 1001,4615174,026600,-073.9869536,1,19034,137,-073.9869536,G5040,L,U,047,,411,360470266001001,+40.6102819,1001,0,36,1001,210701004650908,BK,+40.6102819,S,Block 1001,4615174,026600,-073.9869536,1,19034,137,-073.9869536,G5040,L,U,047,360470266001001,36,047,026600,1001
Seton Park,"West 135 Street, Independence Avenue, West 232 Street",Yes,,Bronx,,40.8849074,-73.9162576,,64,360050301002000,+40.8847985,2000,0,36,2000,210701006026710,BK,+40.8847985,S,Block 2000,4165419,030100,-073.9176668,2,24521,14,-073.9176668,G5040,L,U,005,,64,360050301002000,+40.8847985,2000,0,36,2000,210701006026710,BK,+40.8847985,S,Block 2000,4165419,030100,-073.9176668,2,24521,14,-073.9176668,G5040,L,U,005,360050301002000,36,005,030100,2000
Seton Park Playground,West 235 Street & Douglas Avenue,No,,Bronx,,40.8869086,-73.9165713,,0,360050309004002,+40.8869700,4002,0,36,4002,210701006026552,BK,+40.8869700,S,Block 4002,3309663,030900,-073.9151170,4,21201,0,-073.9151170,G5040,L,U,005,,0,360050309004002,+40.8869700,4002,0,36,4002,210701006026552,BK,+40.8869700,S,Block 4002,3309663,030900,-073.9151170,4,21201,0,-073.9151170,G5040,L,U,005,360050309004002,36,005,030900,4002
Sheltering Arms Park,"West 129 Street, Amsterdam Avenue",Yes,,Manhattan,,40.8151174,-73.9549926,,234,360610213032000,+40.8150431,2000,0,36,2000,210701008619961,BK,+40.8150431,S,Block 2000,3713929,021303,-073.9539045,2,13365,129,-073.9539045,G5040,L,U,061,,234,360610213032000,+40.8150431,2000,0,36,2000,210701008619961,BK,+40.8150431,S,Block 2000,3713929,021303,-073.9539045,2,13365,129,-073.9539045,G5040,L,U,061,360610213032000,36,061,021303,2000
Sheltering Arms Park (Pool),"West 129 Street, Amsterdam Avenue",No,,Manhattan,,40.8151174,-73.9549926,,234,360610213032000,+40.8150431,2000,0,36,2000,210701008619961,BK,+40.8150431,S,Block 2000,3713929,021303,-073.9539045,2,13365,129,-073.9539045,G5040,L,U,061,,234,360610213032000,+40.8150431,2000,0,36,2000,210701008619961,BK,+40.8150431,S,Block 2000,3713929,021303,-073.9539045,2,13365,129,-073.9539045,G5040,L,U,061,360610213032000,36,061,021303,2000
Shore Road Park,Owl's Head Park to Fort Hamilton Parkway Narrows Avenue,Yes,,Brooklyn,,40.6401377,-74.0322522,,0,360470034001005,+40.6400988,1005,0,36,1005,210701004650741,BK,+40.6400988,S,Block 1005,4613840,003400,-074.0322748,1,113667,0,-074.0322748,G5040,L,U,047,,0,360470034001005,+40.6400988,1005,0,36,1005,210701004650741,BK,+40.6400988,S,Block 1005,4613840,003400,-074.0322748,1,113667,0,-074.0322748,G5040,L,U,047,360470034001005,36,047,003400,1005
Shore Road Park,72nd Street to Harbor View,Yes,,Brooklyn,,40.5848299,-73.9307439,,82,360470622001010,+40.5848579,1010,0,36,1010,210701004651653,BK,+40.5848579,S,Block 1010,5847145,062200,-073.9307034,1,7684,117,-073.9307034,G5040,L,U,047,,82,360470622001010,+40.5848579,1010,0,36,1010,210701004651653,BK,+40.5848579,S,Block 1010,5847145,062200,-073.9307034,1,7684,117,-073.9307034,G5040,L,U,047,360470622001010,36,047,062200,1010
Shore Road Park,"92nd Street to 4 Avenue - lower half, by expressway",Yes,,Brooklyn,,40.6781784,-73.9441579,,0,360470313004000,+40.6782744,4000,0,36,4000,210701004648428,BK,+40.6782744,S,Block 4000,4610831,031300,-073.9455015,4,2013,0,-073.9455015,G5040,L,U,047,,0,360470313004000,+40.6782744,4000,0,36,4000,210701004648428,BK,+40.6782744,S,Block 4000,4610831,031300,-073.9455015,4,2013,0,-073.9455015,G5040,L,U,047,360470313004000,36,047,031300,4000
Shore Road Park,"92nd Street to 4 Avenue - upper half, by road",No,,Brooklyn,,40.6497863,-74.0090187,,699,360470080001001,+40.6488671,1001,0,36,1001,210701004653727,BK,+40.6488671,S,Block 1001,4138787,008000,-074.0082444,1,19318,239,-074.0082444,G5040,L,U,047,,699,360470080001001,+40.6488671,1001,0,36,1001,210701004653727,BK,+40.6488671,S,Block 1001,4138787,008000,-074.0082444,1,19318,239,-074.0082444,G5040,L,U,047,360470080001001,36,047,008000,1001
Silver Lake Park,"Victory Boulevard, Clove Road, Forest Avenue",Yes,,Staten Island,,40.6164058,-74.1035902,,622,360850147002000,+40.6187788,2000,2000,36,2000,210701004605813,BK,+40.6187861,S,Block 2000,7265577,014700,-074.1123353,2,810760,375,-074.1123456,G5040,B,U,085,,622,360850147002000,+40.6187788,2000,2000,36,2000,210701004605813,BK,+40.6187861,S,Block 2000,7265577,014700,-074.1123353,2,810760,375,-074.1123456,G5040,B,U,085,360850147002000,36,085,014700,2000
Slattery Playground,"East 183 Street, Ryer Avenue, Valentine Avenue",Yes,,Bronx,,40.8571315,-73.8990893,,403,360050383013004,+40.8578522,3004,0,36,3004,210701006028098,BK,+40.8578522,S,Block 3004,1476275,038301,-073.8991117,3,8714,136,-073.8991117,G5040,L,U,005,,403,360050383013004,+40.8578522,3004,0,36,3004,210701006028098,BK,+40.8578522,S,Block 3004,1476275,038301,-073.8991117,3,8714,136,-073.8991117,G5040,L,U,005,360050383013004,36,005,038301,3004
Slope Park,6 Avenue Bet 18 & 19 Sts,Yes,,Brooklyn,,40.6666733,-73.9994322,,0,360470018011003,+40.6650393,1003,234,36,1003,210701004654128,BK,+40.6650413,S,Block 1003,5612533,001801,-074.0002968,1,355732,2,-074.0002945,G5040,B,U,047,,0,360470018011003,+40.6650393,1003,234,36,1003,210701004654128,BK,+40.6650413,S,Block 1003,5612533,001801,-074.0002968,1,355732,2,-074.0002945,G5040,B,U,047,360470018011003,36,047,001801,1003
Smokey Oval,125 Street & Atlantic Avenue,Yes,,Queens,,40.6953688,-73.8228781,,0,360810142022009,+40.6954187,2009,0,36,2009,210701006115832,BK,+40.6958020,S,Block 2009,385893,014202,-073.8221856,2,7525,0,-073.8197495,G5040,L,U,081,,0,360810142022009,+40.6954187,2009,0,36,2009,210701006115832,BK,+40.6958020,S,Block 2009,385893,014202,-073.8221856,2,7525,0,-073.8197495,G5040,L,U,081,360810142022009,36,081,014202,2009
Sol Bloom Playground,"Columbus Avenue, West 91 to West 92 streets, Central Park West",Yes,,Manhattan,,40.7891299,-73.9665898,,1380,360610177008000,+40.7900173,8000,0,36,8000,210701008619586,BK,+40.7900173,S,Block 8000,4647167,017700,-073.9677439,8,21860,715,-073.9677439,G5040,L,U,061,,1380,360610177008000,+40.7900173,8000,0,36,8000,210701008619586,BK,+40.7900173,S,Block 8000,4647167,017700,-073.9677439,8,21860,715,-073.9677439,G5040,L,U,061,360610177008000,36,061,017700,8000
Sol Lain Playground,"Broadway, Henry Street, Samuel Dickstein Place",No,,Manhattan,,40.7138054,-73.9850366,,96,360610002021002,+40.7142721,1002,0,36,1002,210701008621272,BK,+40.7142721,S,Block 1002,2841200,000202,-073.9833143,1,19126,32,-073.9833143,G5040,L,U,061,,96,360610002021002,+40.7142721,1002,0,36,1002,210701008621272,BK,+40.7142721,S,Block 1002,2841200,000202,-073.9833143,1,19126,32,-073.9833143,G5040,L,U,061,360610002021002,36,061,000202,1002
Soundview Park Playground,Metcalf Avenue between Seward and Randall avenues,No,,Bronx,,40.8162798,-73.8682385,,0,360050020011003,+40.8165445,1003,0,36,1003,210701006017316,BK,+40.8165445,S,Block 1003,2135345,002001,-073.8676800,1,13828,0,-073.8676800,G5040,L,U,005,,0,360050020011003,+40.8165445,1003,0,36,1003,210701006017316,BK,+40.8165445,S,Block 1003,2135345,002001,-073.8676800,1,13828,0,-073.8676800,G5040,L,U,005,360050020011003,36,005,002001,1003
South Beach,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,,Staten Island,This facility is currently closed,40.5901264,-74.077152,,55,360850070022015,+40.5902745,2015,0,36,2015,210701004605944,BK,+40.5902745,S,Block 2015,6327225,007002,-074.0763584,2,10131,23,-074.0763584,G5040,L,U,085,,55,360850070022015,+40.5902745,2015,0,36,2015,210701004605944,BK,+40.5902745,S,Block 2015,6327225,007002,-074.0763584,2,10131,23,-074.0763584,G5040,L,U,085,360850070022015,36,085,007002,2015
South Beach (Saturn Playground),"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,Yes,Staten Island,This facility is currently closed,40.5901264,-74.077152,,55,360850070022015,+40.5902745,2015,0,36,2015,210701004605944,BK,+40.5902745,S,Block 2015,6327225,007002,-074.0763584,2,10131,23,-074.0763584,G5040,L,U,085,,55,360850070022015,+40.5902745,2015,0,36,2015,210701004605944,BK,+40.5902745,S,Block 2015,6327225,007002,-074.0763584,2,10131,23,-074.0763584,G5040,L,U,085,360850070022015,36,085,007002,2015
South Beach Wetlands,Quintard St Bet. Quincy Ave & Father Capodanno Blvd,,Yes,Staten Island,,40.5811558,-74.0757754,,0,360850070024002,+40.5818197,4002,0,36,4002,210701004608549,BK,+40.5818197,S,Block 4002,6489403,007002,-074.0737358,4,155031,0,-074.0737358,G5040,L,U,085,,0,360850070024002,+40.5818197,4002,0,36,4002,210701004608549,BK,+40.5818197,S,Block 4002,6489403,007002,-074.0737358,4,155031,0,-074.0737358,G5040,L,U,085,360850070024002,36,085,007002,4002
Space Time Playground,"Streetory Avenue, Bolton Avenue, Lafayette Avenue, Underhill Avenue",No,,Bronx,,40.8218107,-73.86021219999999,,426,360050042005004,+40.8227919,5004,0,36,5004,210701006027103,BK,+40.8227919,S,Block 5004,1767652,004200,-073.8609081,5,19547,196,-073.8609081,G5040,L,U,005,,426,360050042005004,+40.8227919,5004,0,36,5004,210701006027103,BK,+40.8227919,S,Block 5004,1767652,004200,-073.8609081,5,19547,196,-073.8609081,G5040,L,U,005,360050042005004,36,005,004200,5004
Sperandeo Brothers Playground,Atlantic Avenue & Elton Street,Yes,,Brooklyn,,40.6779449,-73.884474,,0,360471170002000,+40.6771310,2000,0,36,2000,210701004652698,BK,+40.6771310,S,Block 2000,4711365,117000,-073.8842487,2,27856,0,-073.8842487,G5040,L,U,047,,0,360471170002000,+40.6771310,2000,0,36,2000,210701004652698,BK,+40.6771310,S,Block 2000,4711365,117000,-073.8842487,2,27856,0,-073.8842487,G5040,L,U,047,360471170002000,36,047,117000,2000
Springfield Park,"149 Avenue, Springfield Boulevard, 145 Road, 148 Street",Yes,,Queens,,40.6637143,-73.7591934,,0,360810320001016,+40.6645757,1016,0,36,1016,210701006106630,BK,+40.6645757,S,Block 1016,386710,032000,-073.7587503,1,5298,0,-073.7587503,G5040,L,U,081,,0,360810320001016,+40.6645757,1016,0,36,1016,210701006106630,BK,+40.6645757,S,Block 1016,386710,032000,-073.7587503,1,5298,0,-073.7587503,G5040,L,U,081,360810320001016,36,081,032000,1016
St Nicholas Park South,West 129 & 7 Avenue,Yes,,Manhattan,,40.8114908,-73.94639289999999,,797,360610224001000,+40.8112198,1000,0,36,1000,210701008619845,BK,+40.8112198,S,Block 1000,3265083,022400,-073.9448204,1,21479,362,-073.9448204,G5040,L,U,061,,797,360610224001000,+40.8112198,1000,0,36,1000,210701008619845,BK,+40.8112198,S,Block 1000,3265083,022400,-073.9448204,1,21479,362,-073.9448204,G5040,L,U,061,360610224001000,36,061,022400,1000
St. Albans Park (174 Street Playground),174 Street & 113 Avenue,Yes,,Queens,,40.6976215,-73.7647904,,25,360810400002010,+40.6978148,2010,0,36,2010,210701006107482,BK,+40.6978148,S,Block 2010,384491,040000,-073.7651709,2,7184,7,-073.7651709,G5040,L,U,081,,25,360810400002010,+40.6978148,2010,0,36,2010,210701006107482,BK,+40.6978148,S,Block 2010,384491,040000,-073.7651709,2,7184,7,-073.7651709,G5040,L,U,081,360810400002010,36,081,040000,2010
St. Andrew's Playground,Atlantic Avenue & Herkimer Street,Yes,,Brooklyn,,40.675554,-73.9030576,,0,360471144001011,+40.6746002,1011,0,36,1011,210701004652554,BK,+40.6746002,S,Block 1011,5615867,114400,-073.9027807,1,18855,0,-073.9027807,G5040,L,U,047,,0,360471144001011,+40.6746002,1011,0,36,1011,210701004652554,BK,+40.6746002,S,Block 1011,5615867,114400,-073.9027807,1,18855,0,-073.9027807,G5040,L,U,047,360471144001011,36,047,114400,1011
St. Catherine's Park,"East 67-68 streets, 1 Avenue",Yes,,Manhattan,,40.7688809,-73.9659764,,41,360610122001002,+40.7691239,1002,0,36,1002,210701008618129,BK,+40.7691239,S,Block 1002,3353852,012200,-073.9662925,1,8972,31,-073.9662925,G5040,L,U,061,,41,360610122001002,+40.7691239,1002,0,36,1002,210701008618129,BK,+40.7691239,S,Block 1002,3353852,012200,-073.9662925,1,8972,31,-073.9662925,G5040,L,U,061,360610122001002,36,061,012200,1002
St. Mary's Park (Recreation Center),450 St. Ann's Avenue,Yes,Yes,Bronx,,40.8113663,-73.91410379999999,,340,360050037001000,+40.8114570,1000,0,36,1000,210701006026771,BK,+40.8114570,S,Block 1000,2134612,003700,-073.9121722,1,165973,136,-073.9121722,G5040,L,U,005,,340,360050037001000,+40.8114570,1000,0,36,1000,210701006026771,BK,+40.8114570,S,Block 1000,2134612,003700,-073.9121722,1,165973,136,-073.9121722,G5040,L,U,005,360050037001000,36,005,003700,1000
St. Mary's Park West,St. Anns Avenue & East 147 Street,Yes,,Bronx,,40.812969,-73.9137286,,313,360050043001002,+40.8136122,1002,0,36,1002,210701006026769,BK,+40.8136122,S,Block 1002,2134611,004300,-073.9145270,1,14652,107,-073.9145270,G5040,L,U,005,,313,360050043001002,+40.8136122,1002,0,36,1002,210701006026769,BK,+40.8136122,S,Block 1002,2134611,004300,-073.9145270,1,14652,107,-073.9145270,G5040,L,U,005,360050043001002,36,005,004300,1002
St. Mary's Playground East Playground,Jackson Avenue between East 144 and 145 streets,Yes,Yes,Bronx,,40.7888205,-73.8221804,,60,360811039004000,+40.7887869,4000,0,36,4000,210701006114908,BK,+40.7889013,S,Block 4000,5806542,103900,-073.8215441,4,28308,20,-073.8202803,G5040,L,U,081,,60,360811039004000,+40.7887869,4000,0,36,4000,210701006114908,BK,+40.7889013,S,Block 4000,5806542,103900,-073.8215441,4,28308,20,-073.8202803,G5040,L,U,081,360811039004000,36,081,103900,4000
St. Nicholas Park,West 133 Street & St. Nicholas Avenue,Yes,,Manhattan,,40.8156885,-73.94862460000002,,614,360610215002000,+40.8157819,2000,0,36,2000,210701008619990,BK,+40.8157819,S,Block 2000,3705559,021500,-073.9478860,2,9543,262,-073.9478860,G5040,L,U,061,,614,360610215002000,+40.8157819,2000,0,36,2000,210701008619990,BK,+40.8157819,S,Block 2000,3705559,021500,-073.9478860,2,9543,262,-073.9478860,G5040,L,U,061,360610215002000,36,061,021500,2000
